mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Task,Features
0.0247912883758544,0.0009347797290696,0.0031142711639404,0.0003180895370908,0.1,,0.1,poly,"{'C': 0.1, 'class_weight': None, 'gamma': 0.1, 'kernel': 'poly'}",0.3486111111111111,0.3685185185185185,0.387037037037037,0.3689814814814815,0.3875,0.3721296296296296,0.0143843717586703,80,Binary,Raw
0.0257511615753173,0.0008064672354944,0.003157615661621,0.0003130559599236,0.1,,0.1,rbf,"{'C': 0.1, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,28,Binary,Raw
0.0243388175964355,0.0013270001383816,0.0034906387329101,0.0001273697476864,0.1,,0.1,sigmoid,"{'C': 0.1, 'class_weight': None, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.5268518518518518,0.5898148148148148,0.5949074074074074,0.499074074074074,0.4921296296296296,0.5405555555555556,0.04389572536222,17,Binary,Raw
0.0243520736694335,0.0017072138984514,0.0031328201293945,0.0003077377131002,0.1,,1.0,poly,"{'C': 0.1, 'class_weight': None, 'gamma': 1.0, 'kernel': 'poly'}",0.35,0.3379629629629629,0.3689814814814815,0.3412037037037037,0.3875,0.3571296296296296,0.0186260765332723,89,Binary,Raw
0.0257205963134765,0.002048130315292,0.0031980037689208,0.0003234460854577,0.1,,1.0,rbf,"{'C': 0.1, 'class_weight': None, 'gamma': 1.0, 'kernel': 'rbf'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,28,Binary,Raw
0.0245176315307617,0.0005810722740476,0.00330171585083,0.0003789242695303,0.1,,1.0,sigmoid,"{'C': 0.1, 'class_weight': None, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.5305555555555556,0.5861111111111111,0.587037037037037,0.4962962962962963,0.4912037037037037,0.5382407407407408,0.0417217742574297,18,Binary,Raw
0.0247496604919433,0.0008686650706304,0.0033257484436035,0.0001843739692937,0.1,balanced,scale,poly,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'poly'}",0.5,0.5,0.4958333333333333,0.4986111111111111,0.4986111111111111,0.498611111111111,0.0015214515486254,51,Binary,Raw
0.0244184970855712,0.000274286772328,0.0033299446105957,0.0002989421562682,0.1,balanced,scale,rbf,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.9898148148148148,0.9842592592592592,0.9833333333333334,0.9861111111111112,0.9888888888888888,0.9864814814814814,0.0025255892031455,5,Binary,Raw
0.0254329681396484,0.000787342544713,0.0031463146209716,0.0002847943050292,0.1,balanced,scale,sigmoid,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid'}",0.4259259259259259,0.4402777777777777,0.4263888888888889,0.4453703703703704,0.424537037037037,0.4325,0.008603640726161,68,Binary,Raw
0.0249019145965576,0.00095324095655,0.0029727935791015,0.000278611687473,0.1,balanced,auto,poly,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'poly'}",0.3768518518518518,0.3893518518518518,0.387037037037037,0.3550925925925926,0.3787037037037037,0.3774074074074074,0.0121271555294128,72,Binary,Raw
0.0261141300201416,0.0020514541654014,0.0031163215637207,0.0003259107641894,0.1,balanced,auto,rbf,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,28,Binary,Raw
0.0243604660034179,0.0017007317064247,0.0035662174224853,0.0003862101462339,0.1,balanced,auto,sigmoid,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid'}",0.4796296296296296,0.4662037037037037,0.4587962962962962,0.4819444444444444,0.4648148148148148,0.4702777777777777,0.0089647610684886,59,Binary,Raw
