mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Task,Features
0.0077051162719726,0.000189455666111,0.0019789218902587,0.0001033404587198,,gini,3,log2,20,5,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 5}",0.8925925925925926,0.912037037037037,0.8907407407407407,0.9032407407407408,0.9060185185185186,0.900925925925926,0.0080985442983962,951,Binary,Raw
0.0081912994384765,0.0007082633823056,0.0020925045013427,8.60832525025824e-05,,gini,3,log2,20,10,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 10}",0.8925925925925926,0.912037037037037,0.8907407407407407,0.9032407407407408,0.9060185185185186,0.900925925925926,0.0080985442983962,951,Binary,Raw
0.0087388515472412,0.0012836936899883,0.0021537780761718,0.0002000153468817,,gini,3,log2,20,20,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 20}",0.8925925925925926,0.912037037037037,0.8907407407407407,0.9032407407407408,0.9060185185185186,0.900925925925926,0.0080985442983962,951,Binary,Raw
0.0108813285827636,0.0038413185831434,0.0027445316314697,0.0012029206308059,,gini,3,log2,20,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 50}",0.8925925925925926,0.912037037037037,0.8907407407407407,0.9032407407407408,0.9060185185185186,0.900925925925926,0.0080985442983962,951,Binary,Raw
0.0110706329345703,0.0009290237406669,0.0022077560424804,0.0002323258586154,,gini,5,sqrt,1,2,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9495370370370372,0.9671296296296296,0.9550925925925926,0.9638888888888888,0.9527777777777776,0.9576851851851852,0.0067064144304562,665,Binary,Raw
0.0105590343475341,0.000208771397261,0.0021210670471191,9.405358810279194e-05,,gini,5,sqrt,1,5,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9495370370370372,0.9671296296296296,0.95,0.9638888888888888,0.9527777777777776,0.9566666666666668,0.007376091209872,671,Binary,Raw
0.0108594417572021,0.0006953038494087,0.002237319946289,7.053806163855261e-05,,gini,5,sqrt,1,10,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9532407407407408,0.9717592592592592,0.939351851851852,0.9638888888888888,0.9513888888888888,0.955925925925926,0.011104936555974,685,Binary,Raw
0.0146885395050048,0.0052077138089901,0.0030208587646484,0.0012319795613298,,gini,5,sqrt,1,20,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9518518518518518,0.9717592592592592,0.939351851851852,0.9527777777777776,0.9513888888888888,0.9534259259259258,0.0104042106596945,709,Binary,Raw
0.0213833808898925,0.002098102773231,0.0046301841735839,0.002251586629975,,gini,5,sqrt,1,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 50}",0.911574074074074,0.960648148148148,0.9481481481481482,0.9587962962962964,0.9337962962962962,0.9425925925925924,0.01821510701195,789,Binary,Raw
0.0135718345642089,0.0048635224911234,0.002993631362915,0.0012847685348433,,gini,5,sqrt,2,2,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9495370370370372,0.9666666666666668,0.9546296296296296,0.963425925925926,0.9527777777777776,0.9574074074074072,0.0065276136044498,669,Binary,Raw
0.0124382495880126,0.0034842815556888,0.0045127868652343,0.0048952239520544,,gini,5,sqrt,2,5,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9495370370370372,0.9666666666666668,0.95,0.963425925925926,0.9527777777777776,0.9564814814814816,0.0071542384341043,673,Binary,Raw
0.0132386684417724,0.0051811955818965,0.0025840759277343,0.000890378997022,,gini,5,sqrt,2,10,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9532407407407408,0.9717592592592592,0.939351851851852,0.963425925925926,0.9513888888888888,0.9558333333333332,0.0110398952302139,687,Binary,Raw
0.0127962112426757,0.0040694138724881,0.0033679485321044,0.0015358656644329,,gini,5,sqrt,2,20,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9513888888888888,0.9717592592592592,0.939351851851852,0.9527777777777776,0.9513888888888888,0.9533333333333333,0.010419855478989,719,Binary,Raw
