mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Task,Features
0.0023380756378173,0.0002253179748584,0.0032500267028808,2.1609510861615823e-05,manhattan,5,uniform,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.9875,0.9875,0.9861111111111112,0.9847222222222224,0.9875,0.9866666666666668,0.0011111111111111,13,Binary,Reduced
0.0023097038269042,6.21016283075646e-05,0.0036638736724853,4.3063332453120525e-05,manhattan,5,distance,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.9875,0.9875,0.9861111111111112,0.9847222222222224,0.9875,0.9866666666666668,0.0011111111111111,13,Binary,Reduced
0.0022632598876953,3.948960256329355e-05,0.0032715797424316,1.2557214815391248e-05,manhattan,7,uniform,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.9847222222222224,0.9847222222222224,0.9791666666666669,0.9819444444444444,0.9819444444444444,0.9825,0.0020786985482077,25,Binary,Reduced
0.0022346496582031,5.793914863237014e-06,0.0036033630371093,1.075540009104723e-05,manhattan,7,distance,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.9847222222222224,0.9847222222222224,0.9805555555555556,0.9833333333333334,0.9819444444444444,0.9830555555555556,0.0016197088596792,21,Binary,Reduced
0.0022369384765625,1.4364279150647112e-05,0.0032984733581542,3.077111131557112e-05,manhattan,9,uniform,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}",0.9805555555555556,0.9833333333333334,0.9791666666666669,0.9805555555555556,0.9833333333333334,0.981388888888889,0.0016666666666666,27,Binary,Reduced
0.0022799015045166,7.339445568102322e-05,0.0036386013031005,2.5095228855215617e-05,manhattan,9,distance,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.9805555555555556,0.9833333333333334,0.9805555555555556,0.9805555555555556,0.9833333333333334,0.9816666666666668,0.0013608276348795,26,Binary,Reduced
0.0023222923278808,0.0001476847588093,0.0034573554992675,0.0002063775459048,manhattan,11,uniform,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",0.9791666666666669,0.9819444444444444,0.9763888888888888,0.9819444444444444,0.9791666666666669,0.9797222222222224,0.0020786985482077,30,Binary,Reduced
0.00242919921875,9.085786395478776e-05,0.0040434837341308,0.0004446084894846,manhattan,11,distance,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}",0.9805555555555556,0.9833333333333334,0.977777777777778,0.9819444444444444,0.9791666666666669,0.9805555555555556,0.0019641855032959,29,Binary,Reduced
0.0026207447052001,0.0002751879831213,0.0033950328826904,2.5300873570340392e-05,manhattan,15,uniform,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",0.9736111111111112,0.9791666666666669,0.9736111111111112,0.9763888888888888,0.9708333333333332,0.9747222222222222,0.0028327886186626,36,Binary,Reduced
0.0025610446929931,0.0002242857392655,0.0040335655212402,0.0003129935279025,manhattan,15,distance,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}",0.9736111111111112,0.9791666666666669,0.975,0.9763888888888888,0.975,0.9758333333333332,0.0018839805508681,35,Binary,Reduced
0.0025722026824951,0.0003558765956177,0.0040583133697509,0.0002993077025326,manhattan,21,uniform,"{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'uniform'}",0.9652777777777778,0.9722222222222222,0.9652777777777778,0.9722222222222222,0.959722222222222,0.9669444444444444,0.0047628967220784,45,Binary,Reduced
0.0026398181915283,0.0003899510724302,0.0044468879699707,0.0004320060863903,manhattan,21,distance,"{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'distance'}",0.9694444444444444,0.9736111111111112,0.9680555555555556,0.9722222222222222,0.9625,0.9691666666666666,0.0038689967436622,43,Binary,Reduced
0.0028179168701171,0.0003816343012093,0.0037888050079345,0.0005118675455599,chebyshev,1,uniform,"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}",0.9856481481481482,0.9902777777777778,0.9875,0.9875,0.9958333333333332,0.989351851851852,0.0035621081595687,9,Binary,Reduced
