PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,y
3.6348993587488967,0.43608022499499605,-0.3980908393463104,0.7034537532911598,0.34426899975024317,0.0795617313958616,0.2017332295036726,-0.6346102258919268,0
-0.1694156449231787,-0.1100300667082623,-0.22314227237724035,0.052366486708265,-0.21674833857827555,0.44815569499670443,0.1298796142168114,0.23892709243925694,3
0.7520425771145159,0.15288433293701517,-0.08311959379589386,0.08627069386517733,0.11196962247563104,-0.5348675416871964,-0.20471709098414936,-0.37578092040676153,3
0.06454433575574128,0.051373260462220516,0.04819050024232379,0.000799894395007883,0.0069850344066723895,-0.23561339320114008,0.02038693486850614,0.09538832503825748,2
2.12284117433722,-0.17201580209390038,-0.29052189121641203,-0.5676864910040039,-0.8300746747886653,1.8054672816299997,1.4934874413938573,0.3094980219142398,1
-0.037448469426472696,-0.1409673902048514,0.051809582225427815,0.3422281521406136,0.2981501079789605,-0.26079070341764715,-0.6843941750639971,-0.3568462185612779,1
1.7875516541745615,0.2653599298430123,-0.2059956628934957,-0.02513484170898612,1.195892242689302,-0.7774078123920797,0.3109415606608599,0.25553434022406524,3
0.7490959231046016,-0.05697273171961098,-0.4705444419586364,0.12291696047171019,0.020624886134303813,0.1296505708534128,-0.19401295350101552,-0.3793323021634159,1
0.021344813095669955,-0.23444709203794795,-0.05301650085895227,0.016563049848537067,0.021736973745403586,-0.20679461048261186,-0.1325632002625081,-0.3272837862645293,3
1.7861628940992897,-0.07877809199710499,-0.11861963359129524,-1.0600641798111268,-1.4476446054564416,1.122986415855419,2.1407202828798177,0.3389593859159445,1
1.3692353573052225,-0.6203765895019415,-0.3410709990421062,0.11529492384421275,0.1098925156099377,0.0648306732546786,0.027932868833394048,-0.09625689765883283,1
-0.4081141024771058,-3.931012560764269,0.6301598598624358,0.7231512735119111,0.2931837909406167,0.08935961835743632,-0.1478079911442373,0.4894382706324651,0
-6.849613912841293,1.9499564709477737,3.235727365123199,0.232549424168776,0.5267298811238192,-0.038937506747322895,-0.28744431809439613,1.036477043805951,0
-0.6957182362291549,0.006874074473335259,0.06855466922847643,0.31535340985921256,0.3058466315768248,-1.6296632565314058,-0.4512959468449326,-0.1737312636202258,1
0.5087292079338336,-0.007616501800136734,-0.17842320922867466,0.032650101286879646,0.14043602025451749,-0.18806014327034562,-0.05364517440563731,0.043120556911953246,2
-0.21139839096436636,-0.01932895273263499,-0.05772807060018409,0.07541052149836726,0.05261593538518847,0.10610426410768997,-0.14735589043424321,-0.07454093514050246,2
0.22098894721167056,0.04030721513717955,-0.006547193291436544,0.17408324138767955,-0.2743204536707419,-0.2358045483689808,-0.4335770372050836,-0.19887146854886398,3
0.18084141384302418,10.181531196429974,1.3489992506802564,0.5995177397071401,-0.9260238697077682,-0.2084088947387457,-0.29812841298330656,0.4021542773460185,0
0.5157800440566412,-0.02009986057718372,-0.047598647558455144,0.1927346928721784,0.35852654044305926,-0.23001349932573112,-0.2426065224079933,0.23686878648907633,3
0.890544554818263,0.4031528547806035,-0.1926637231705382,0.2128088489327207,-0.013643383484889903,0.5230520177303104,-0.42852534008550813,-0.044423017727989185,2
4.466908596626909,-7.351515828396507,-5.356387196524121,1.5485330010566696,-0.42976261413945116,-0.04226507375370415,0.2575205678701558,-0.2271146022162804,0
0.34997538544994405,0.0964558416819249,0.11963869737635027,0.18985067848930764,-0.07119448219043134,0.15921803823990383,-0.2079211086639856,-0.07452297122767541,2
0.30579078659862313,0.0273002792575379,-0.0840635214129918,0.12161372073797318,0.15639104470310594,0.297977715603281,-0.16508085095169048,-0.1367722578583858,2
0.3748073268801506,0.010275295826027908,0.020753290180241604,0.14178303610764842,0.13974321618127922,-0.2826869956087949,-0.32099104966617076,-0.11002835626629365,3
